,Question,SQL Query,Method,Table,Label
22,"Among employees with high collaboration who either maintain average relationships without conflict or have excellent relationships but frequent conflicts, and those with low collaboration who have poor relationships and infrequent conflicts, what is the lowest satisfaction score recorded?","SELECT MIN(SatisfactionScore) AS SatisfactionScore FROM (SELECT SatisfactionScore AS SatisfactionScore FROM EmployeeWorkRelationships WHERE RelationshipQuality = ""Average"" AND ConflictFrequency = ""Never"" AND CollaborationLevel = ""High"" UNION ALL SELECT SatisfactionScore AS SatisfactionScore FROM EmployeeWorkRelationships WHERE RelationshipQuality = ""Excellent"" AND ConflictFrequency = ""Often"" AND CollaborationLevel = ""High"" UNION ALL SELECT SatisfactionScore AS SatisfactionScore FROM EmployeeWorkRelationships WHERE RelationshipQuality = ""Poor"" AND ConflictFrequency = ""Rarely"" AND CollaborationLevel = ""Low"");",superlative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>CollaborationLevel</th>
      <th>High</th>
      <th>Low</th>
      <th>Medium</th>
    </tr>
    <tr>
      <th>RelationshipQuality</th>
      <th>ConflictFrequency</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""4"" valign=""top"">Average</th>
      <th>Never</th>
      <td>5.678743</td>
      <td>9.898053</td>
      <td>8.562365</td>
    </tr>
    <tr>
      <th>Often</th>
      <td>6.964359</td>
      <td>0.172548</td>
      <td>9.381865</td>
    </tr>
    <tr>
      <th>Rarely</th>
      <td>3.270472</td>
      <td>1.170523</td>
      <td>6.655440</td>
    </tr>
    <tr>
      <th>Sometimes</th>
      <td>4.131010</td>
      <td>3.712223</td>
      <td>3.417377</td>
    </tr>
    <tr>
      <th rowspan=""4"" valign=""top"">Excellent</th>
      <th>Never</th>
      <td>9.228410</td>
      <td>5.774562</td>
      <td>3.220650</td>
    </tr>
    <tr>
      <th>Often</th>
      <td>5.632176</td>
      <td>5.462378</td>
      <td>1.163791</td>
    </tr>
    <tr>
      <th>Rarely</th>
      <td>4.637806</td>
      <td>2.080862</td>
      <td>7.960633</td>
    </tr>
    <tr>
      <th>Sometimes</th>
      <td>6.058529</td>
      <td>0.395180</td>
      <td>1.590324</td>
    </tr>
    <tr>
      <th rowspan=""4"" valign=""top"">Good</th>
      <th>Never</th>
      <td>2.983122</td>
      <td>1.952475</td>
      <td>1.685512</td>
    </tr>
    <tr>
      <th>Often</th>
      <td>9.901520</td>
      <td>0.918364</td>
      <td>7.281392</td>
    </tr>
    <tr>
      <th>Rarely</th>
      <td>7.859226</td>
      <td>8.870808</td>
      <td>7.239258</td>
    </tr>
    <tr>
      <th>Sometimes</th>
      <td>2.727663</td>
      <td>4.631756</td>
      <td>3.946476</td>
    </tr>
    <tr>
      <th rowspan=""4"" valign=""top"">Poor</th>
      <th>Never</th>
      <td>5.822358</td>
      <td>6.537352</td>
      <td>3.409330</td>
    </tr>
    <tr>
      <th>Often</th>
      <td>1.188864</td>
      <td>0.555546</td>
      <td>0.990239</td>
    </tr>
    <tr>
      <th>Rarely</th>
      <td>4.229460</td>
      <td>5.583410</td>
      <td>9.563248</td>
    </tr>
    <tr>
      <th>Sometimes</th>
      <td>9.621721</td>
      <td>3.487100</td>
      <td>0.636794</td>
    </tr>
  </tbody>
</table>",5.58341
23,"Among the HR department's tardiness and presence rates, as well as the Marketing team's tardiness rate, what is the smallest recorded attendance figure?","SELECT MIN(AttendanceRate) AS AttendanceRate FROM (SELECT AttendanceRate AS AttendanceRate FROM EmployeeAttendanceTrends WHERE Department = ""HR"" AND AttendanceStatus = ""Late"" UNION ALL SELECT AttendanceRate AS AttendanceRate FROM EmployeeAttendanceTrends WHERE Department = ""HR"" AND AttendanceStatus = ""Present"" UNION ALL SELECT AttendanceRate AS AttendanceRate FROM EmployeeAttendanceTrends WHERE Department = ""Marketing"" AND AttendanceStatus = ""Late"");",superlative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>AttendanceStatus</th>
      <th>Absent</th>
      <th>Late</th>
      <th>Present</th>
    </tr>
    <tr>
      <th>Department</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Engineering</th>
      <td>0.953158</td>
      <td>0.304533</td>
      <td>0.259784</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>0.007950</td>
      <td>0.658443</td>
      <td>0.077074</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>0.189511</td>
      <td>0.674593</td>
      <td>0.305435</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>0.224163</td>
      <td>0.869729</td>
      <td>0.736670</td>
    </tr>
  </tbody>
</table>",0.077074
24,"Among employees who did not attend work due to either vacation or personal reasons on January 1st and December 31st, 2023, what was the least amount of hours they recorded as worked, including those absent for personal reasons on December 31st?","SELECT MIN(HoursWorked) AS HoursWorked FROM (SELECT HoursWorked AS HoursWorked FROM EmployeeAttendanceHistory WHERE AttendanceDate = ""2023-12-31"" AND AttendanceStatus = ""Absent"" AND ReasonForAbsence = ""Vacation"" UNION ALL SELECT HoursWorked AS HoursWorked FROM EmployeeAttendanceHistory WHERE AttendanceDate = ""2023-01-01"" AND AttendanceStatus = ""Absent"" AND ReasonForAbsence = ""Vacation"" UNION ALL SELECT HoursWorked AS HoursWorked FROM EmployeeAttendanceHistory WHERE AttendanceDate = ""2023-01-01"" AND AttendanceStatus = ""Absent"" AND ReasonForAbsence = ""Personal"");",superlative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>AttendanceStatus</th>
      <th>Absent</th>
      <th>Late</th>
      <th>Present</th>
    </tr>
    <tr>
      <th>AttendanceDate</th>
      <th>ReasonForAbsence</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""3"" valign=""top"">2023-01-01</th>
      <th>Personal</th>
      <td>13.919765</td>
      <td>15.683870</td>
      <td>6.044815</td>
    </tr>
    <tr>
      <th>Sick Leave</th>
      <td>19.060373</td>
      <td>11.080909</td>
      <td>13.509112</td>
    </tr>
    <tr>
      <th>Vacation</th>
      <td>19.931696</td>
      <td>9.839126</td>
      <td>17.927305</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">2023-12-31</th>
      <th>Personal</th>
      <td>13.052656</td>
      <td>20.066456</td>
      <td>21.090598</td>
    </tr>
    <tr>
      <th>Sick Leave</th>
      <td>6.974961</td>
      <td>11.257962</td>
      <td>22.661770</td>
    </tr>
    <tr>
      <th>Vacation</th>
      <td>16.929070</td>
      <td>14.954399</td>
      <td>7.561615</td>
    </tr>
  </tbody>
</table>",13.919765
25,"Among employees rated Poor in either the HR or Sales departments, those rated Excellent in Marketing, and those rated Average in Engineering, what is the smallest salary recorded?","SELECT MIN(Salary) AS Salary FROM (SELECT Salary AS Salary FROM EmployeePerformanceMetrics WHERE PerformanceRating = ""Poor"" AND Department = ""HR"" UNION ALL SELECT Salary AS Salary FROM EmployeePerformanceMetrics WHERE PerformanceRating = ""Poor"" AND Department = ""Sales"" UNION ALL SELECT Salary AS Salary FROM EmployeePerformanceMetrics WHERE PerformanceRating = ""Excellent"" AND Department = ""Marketing"" UNION ALL SELECT Salary AS Salary FROM EmployeePerformanceMetrics WHERE PerformanceRating = ""Average"" AND Department = ""Engineering"");",superlative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>PerformanceRating</th>
      <th>Average</th>
      <th>Excellent</th>
      <th>Good</th>
      <th>Poor</th>
    </tr>
    <tr>
      <th>Department</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Engineering</th>
      <td>105924.163903</td>
      <td>51194.073678</td>
      <td>140992.097231</td>
      <td>107518.551743</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>36200.355252</td>
      <td>72530.369415</td>
      <td>30345.003872</td>
      <td>108363.838549</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>132130.921232</td>
      <td>136146.734061</td>
      <td>99377.562034</td>
      <td>69113.552896</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>94907.490226</td>
      <td>40169.664055</td>
      <td>46348.627815</td>
      <td>51122.769485</td>
    </tr>
  </tbody>
</table>",51122.769485
26,"Among the scores for E002's beginner level in Creative skills, E003's beginner level in Management, E003's beginner level in Soft Skills, and E002's intermediate level in Management, which one reflects the top performance rating?","SELECT MAX(AssessmentScore) AS AssessmentScore FROM (SELECT AssessmentScore AS AssessmentScore FROM EmployeeSkillAssessment WHERE EmployeeID = ""E002"" AND SkillCategory = ""Creative"" AND SkillLevel = ""Beginner"" UNION ALL SELECT AssessmentScore AS AssessmentScore FROM EmployeeSkillAssessment WHERE EmployeeID = ""E003"" AND SkillCategory = ""Management"" AND SkillLevel = ""Beginner"" UNION ALL SELECT AssessmentScore AS AssessmentScore FROM EmployeeSkillAssessment WHERE EmployeeID = ""E003"" AND SkillCategory = ""Soft Skills"" AND SkillLevel = ""Beginner"" UNION ALL SELECT AssessmentScore AS AssessmentScore FROM EmployeeSkillAssessment WHERE EmployeeID = ""E002"" AND SkillCategory = ""Management"" AND SkillLevel = ""Intermediate"");",superlative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>SkillCategory</th>
      <th colspan=""3"" halign=""left"">Creative</th>
      <th colspan=""3"" halign=""left"">Management</th>
      <th colspan=""3"" halign=""left"">Soft Skills</th>
      <th colspan=""3"" halign=""left"">Technical</th>
    </tr>
    <tr>
      <th>SkillLevel</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
    </tr>
    <tr>
      <th>EmployeeID</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>E001</th>
      <td>65.902491</td>
      <td>58.369320</td>
      <td>68.336315</td>
      <td>48.793495</td>
      <td>2.639435</td>
      <td>31.963931</td>
      <td>15.231693</td>
      <td>56.278765</td>
      <td>38.747405</td>
      <td>42.000196</td>
      <td>40.026593</td>
      <td>11.622475</td>
    </tr>
    <tr>
      <th>E002</th>
      <td>4.782339</td>
      <td>17.030442</td>
      <td>86.822290</td>
      <td>13.194793</td>
      <td>13.465534</td>
      <td>72.293093</td>
      <td>90.813903</td>
      <td>31.743721</td>
      <td>59.475029</td>
      <td>16.902406</td>
      <td>58.454672</td>
      <td>38.098601</td>
    </tr>
    <tr>
      <th>E003</th>
      <td>97.504521</td>
      <td>52.557481</td>
      <td>14.444755</td>
      <td>8.028240</td>
      <td>7.709358</td>
      <td>64.171003</td>
      <td>29.295123</td>
      <td>39.093255</td>
      <td>76.814564</td>
      <td>15.545476</td>
      <td>76.771627</td>
      <td>58.000941</td>
    </tr>
  </tbody>
</table>",72.293093
27,"Among employees working as HR in the Finance division, Developers in the Sales division, and Sales personnel also in Sales, what is the least amount of work experience recorded?","SELECT MIN(YearsOfExperience) AS YearsOfExperience FROM (SELECT YearsOfExperience AS YearsOfExperience FROM EmployeeWorkExperience WHERE JobRole = ""HR"" AND Department = ""Finance"" UNION ALL SELECT YearsOfExperience AS YearsOfExperience FROM EmployeeWorkExperience WHERE JobRole = ""Developer"" AND Department = ""Sales"" UNION ALL SELECT YearsOfExperience AS YearsOfExperience FROM EmployeeWorkExperience WHERE JobRole = ""Sales"" AND Department = ""Sales"");",superlative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>JobRole</th>
      <th>Analyst</th>
      <th>Designer</th>
      <th>Developer</th>
      <th>HR</th>
      <th>Manager</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>Department</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Finance</th>
      <td>39.600883</td>
      <td>24.349872</td>
      <td>35.757223</td>
      <td>7.410621</td>
      <td>9.094184</td>
      <td>24.130231</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>37.743351</td>
      <td>37.768515</td>
      <td>15.340606</td>
      <td>29.973652</td>
      <td>10.523300</td>
      <td>6.449970</td>
    </tr>
    <tr>
      <th>IT</th>
      <td>11.195589</td>
      <td>3.069880</td>
      <td>22.680205</td>
      <td>26.847563</td>
      <td>10.023049</td>
      <td>22.687727</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>13.594785</td>
      <td>37.328649</td>
      <td>9.776063</td>
      <td>0.768223</td>
      <td>2.826631</td>
      <td>27.076737</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>11.088791</td>
      <td>20.637801</td>
      <td>18.262847</td>
      <td>10.147570</td>
      <td>25.980271</td>
      <td>20.211498</td>
    </tr>
  </tbody>
</table>",7.410621
28,"Among employees rated as ""Excellent"" or ""Good"" in Engineering, rated ""Average"" in HR, and rated ""Poor"" in Marketing, what is the top salary recorded for those who meet all these criteria?","SELECT MAX(Salary) AS Salary FROM (SELECT Salary AS Salary FROM EmployeeWorkPerformance WHERE Department = ""Engineering"" AND PerformanceRating = ""Excellent"" UNION ALL SELECT Salary AS Salary FROM EmployeeWorkPerformance WHERE Department = ""Marketing"" AND PerformanceRating = ""Poor"" UNION ALL SELECT Salary AS Salary FROM EmployeeWorkPerformance WHERE Department = ""HR"" AND PerformanceRating = ""Average"" UNION ALL SELECT Salary AS Salary FROM EmployeeWorkPerformance WHERE Department = ""Engineering"" AND PerformanceRating = ""Good"");",superlative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>Department</th>
      <th>Engineering</th>
      <th>HR</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>PerformanceRating</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Average</th>
      <td>130341.923414</td>
      <td>70276.709440</td>
      <td>59901.112655</td>
      <td>147958.961656</td>
    </tr>
    <tr>
      <th>Excellent</th>
      <td>148490.298091</td>
      <td>37140.174690</td>
      <td>103693.677870</td>
      <td>112980.030640</td>
    </tr>
    <tr>
      <th>Good</th>
      <td>115257.352811</td>
      <td>44149.593398</td>
      <td>96592.068870</td>
      <td>91368.431444</td>
    </tr>
    <tr>
      <th>Poor</th>
      <td>75964.734350</td>
      <td>138766.327132</td>
      <td>103255.366199</td>
      <td>59642.466464</td>
    </tr>
  </tbody>
</table>",148490.298091
29,"Among executives holding VP positions in HR and Finance, as well as lead senior developers in Engineering, what is the greatest number of years any individual has been with the company?","SELECT MAX(YearsInCompany) AS YearsInCompany FROM (SELECT YearsInCompany AS YearsInCompany FROM EmployeeCareerPath WHERE JobTitle = ""VP"" AND Department = ""HR"" AND CareerLevel = ""Executive"" UNION ALL SELECT YearsInCompany AS YearsInCompany FROM EmployeeCareerPath WHERE JobTitle = ""VP"" AND Department = ""Finance"" AND CareerLevel = ""Executive"" UNION ALL SELECT YearsInCompany AS YearsInCompany FROM EmployeeCareerPath WHERE JobTitle = ""Senior Developer"" AND Department = ""Engineering"" AND CareerLevel = ""Lead"");",superlative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>Department</th>
      <th>Engineering</th>
      <th>Finance</th>
      <th>HR</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>JobTitle</th>
      <th>CareerLevel</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""5"" valign=""top"">Director</th>
      <th>Entry</th>
      <td>38.977656</td>
      <td>5.770048</td>
      <td>13.068422</td>
      <td>14.233547</td>
      <td>32.170388</td>
    </tr>
    <tr>
      <th>Executive</th>
      <td>34.780332</td>
      <td>1.957471</td>
      <td>1.208700</td>
      <td>17.751059</td>
      <td>35.779547</td>
    </tr>
    <tr>
      <th>Lead</th>
      <td>6.252141</td>
      <td>4.025338</td>
      <td>21.200027</td>
      <td>20.104720</td>
      <td>38.827354</td>
    </tr>
    <tr>
      <th>Mid</th>
      <td>14.840875</td>
      <td>39.108977</td>
      <td>33.180907</td>
      <td>10.589941</td>
      <td>33.484790</td>
    </tr>
    <tr>
      <th>Senior</th>
      <td>20.792317</td>
      <td>21.817443</td>
      <td>21.157955</td>
      <td>28.109733</td>
      <td>19.588437</td>
    </tr>
    <tr>
      <th rowspan=""5"" valign=""top"">Junior Developer</th>
      <th>Entry</th>
      <td>20.015502</td>
      <td>30.984471</td>
      <td>19.366330</td>
      <td>11.740713</td>
      <td>0.876479</td>
    </tr>
    <tr>
      <th>Executive</th>
      <td>15.919743</td>
      <td>4.270305</td>
      <td>24.785983</td>
      <td>24.163844</td>
      <td>9.787799</td>
    </tr>
    <tr>
      <th>Lead</th>
      <td>6.015797</td>
      <td>9.920641</td>
      <td>31.213360</td>
      <td>0.125680</td>
      <td>27.807562</td>
    </tr>
    <tr>
      <th>Mid</th>
      <td>6.294294</td>
      <td>13.973837</td>
      <td>25.369322</td>
      <td>11.592608</td>
      <td>16.492522</td>
    </tr>
    <tr>
      <th>Senior</th>
      <td>22.503307</td>
      <td>30.138493</td>
      <td>30.256945</td>
      <td>30.661415</td>
      <td>6.946465</td>
    </tr>
    <tr>
      <th rowspan=""5"" valign=""top"">Manager</th>
      <th>Entry</th>
      <td>30.127132</td>
      <td>27.851912</td>
      <td>16.734507</td>
      <td>8.427612</td>
      <td>20.313503</td>
    </tr>
    <tr>
      <th>Executive</th>
      <td>8.057380</td>
      <td>33.878300</td>
      <td>13.519090</td>
      <td>39.839049</td>
      <td>9.974190</td>
    </tr>
    <tr>
      <th>Lead</th>
      <td>32.188326</td>
      <td>2.398566</td>
      <td>18.697214</td>
      <td>14.325795</td>
      <td>35.934477</td>
    </tr>
    <tr>
      <th>Mid</th>
      <td>14.492952</td>
      <td>27.529350</td>
      <td>36.591897</td>
      <td>19.306257</td>
      <td>8.338973</td>
    </tr>
    <tr>
      <th>Senior</th>
      <td>17.630277</td>
      <td>6.214889</td>
      <td>36.703499</td>
      <td>30.797820</td>
      <td>39.828426</td>
    </tr>
    <tr>
      <th rowspan=""5"" valign=""top"">Senior Developer</th>
      <th>Entry</th>
      <td>25.875939</td>
      <td>32.560063</td>
      <td>26.589384</td>
      <td>25.205309</td>
      <td>18.325929</td>
    </tr>
    <tr>
      <th>Executive</th>
      <td>7.511368</td>
      <td>2.940400</td>
      <td>11.741046</td>
      <td>22.247069</td>
      <td>39.287390</td>
    </tr>
    <tr>
      <th>Lead</th>
      <td>10.029301</td>
      <td>12.445353</td>
      <td>22.986727</td>
      <td>3.710829</td>
      <td>18.311346</td>
    </tr>
    <tr>
      <th>Mid</th>
      <td>24.359918</td>
      <td>29.728060</td>
      <td>2.901897</td>
      <td>5.003877</td>
      <td>28.809348</td>
    </tr>
    <tr>
      <th>Senior</th>
      <td>37.152304</td>
      <td>5.615571</td>
      <td>30.397699</td>
      <td>18.227276</td>
      <td>21.676730</td>
    </tr>
    <tr>
      <th rowspan=""5"" valign=""top"">VP</th>
      <th>Entry</th>
      <td>36.882824</td>
      <td>12.882629</td>
      <td>29.307853</td>
      <td>1.066454</td>
      <td>0.554047</td>
    </tr>
    <tr>
      <th>Executive</th>
      <td>7.743977</td>
      <td>26.349530</td>
      <td>33.583908</td>
      <td>35.581218</td>
      <td>18.905057</td>
    </tr>
    <tr>
      <th>Lead</th>
      <td>39.344087</td>
      <td>27.811735</td>
      <td>39.195914</td>
      <td>38.190106</td>
      <td>28.576529</td>
    </tr>
    <tr>
      <th>Mid</th>
      <td>14.277078</td>
      <td>2.257139</td>
      <td>28.930978</td>
      <td>32.477901</td>
      <td>19.977133</td>
    </tr>
    <tr>
      <th>Senior</th>
      <td>19.054242</td>
      <td>7.463715</td>
      <td>14.698087</td>
      <td>11.917244</td>
      <td>2.680218</td>
    </tr>
  </tbody>
</table>",33.583908
30,"Among the skill levels achieved through online courses for management skills and mentorship programs for both soft and technical skills, which one reached the highest value?","SELECT MAX(SkillLevel) AS SkillLevel FROM (SELECT SkillLevel AS SkillLevel FROM EmployeeSkillDevelopment WHERE SkillType = ""Management"" AND DevelopmentMethod = ""Online Course"" UNION ALL SELECT SkillLevel AS SkillLevel FROM EmployeeSkillDevelopment WHERE SkillType = ""Soft"" AND DevelopmentMethod = ""Mentorship"" UNION ALL SELECT SkillLevel AS SkillLevel FROM EmployeeSkillDevelopment WHERE SkillType = ""Technical"" AND DevelopmentMethod = ""Mentorship"");",superlative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillType</th>
      <th>Management</th>
      <th>Soft</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>DevelopmentMethod</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Mentorship</th>
      <td>49.681285</td>
      <td>92.030375</td>
      <td>64.585470</td>
    </tr>
    <tr>
      <th>Online Course</th>
      <td>1.090771</td>
      <td>36.982763</td>
      <td>42.492968</td>
    </tr>
    <tr>
      <th>Workshop</th>
      <td>37.181486</td>
      <td>66.960826</td>
      <td>16.394680</td>
    </tr>
  </tbody>
</table>",92.030375
31,"Among the skill evaluations conducted on June 20, 2023, for Management and Technical skills, and on December 31, 2023, for interpersonal abilities, what was the smallest score recorded?","SELECT MIN(SkillScore) AS SkillScore FROM (SELECT SkillScore AS SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Management"" AND AssessmentDate = ""2023-06-20"" UNION ALL SELECT SkillScore AS SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Technical"" AND AssessmentDate = ""2023-06-20"" UNION ALL SELECT SkillScore AS SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Soft Skills"" AND AssessmentDate = ""2023-12-31"");",superlative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillCategory</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>AssessmentDate</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>2023-01-15</th>
      <td>18.398343</td>
      <td>18.508053</td>
      <td>98.009984</td>
    </tr>
    <tr>
      <th>2023-06-20</th>
      <td>90.008908</td>
      <td>73.671884</td>
      <td>7.335437</td>
    </tr>
    <tr>
      <th>2023-12-31</th>
      <td>98.804897</td>
      <td>55.487480</td>
      <td>14.124630</td>
    </tr>
  </tbody>
</table>",7.335437
32,"What is the peak attendance percentage recorded among employees who were either on personal leave but still showed up or arrived late in the Marketing team, or those from HR who were present while on vacation?","SELECT MAX(AttendanceRate) AS AttendanceRate FROM (SELECT AttendanceRate AS AttendanceRate FROM EmployeeAttendanceSummary WHERE Department = ""Marketing"" AND AttendanceStatus = ""Present"" AND ReasonForAbsence = ""Personal"" UNION ALL SELECT AttendanceRate AS AttendanceRate FROM EmployeeAttendanceSummary WHERE Department = ""Marketing"" AND AttendanceStatus = ""Late"" AND ReasonForAbsence = ""Personal"" UNION ALL SELECT AttendanceRate AS AttendanceRate FROM EmployeeAttendanceSummary WHERE Department = ""HR"" AND AttendanceStatus = ""Present"" AND ReasonForAbsence = ""Vacation"");",superlative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>AttendanceStatus</th>
      <th>Absent</th>
      <th>Late</th>
      <th>Present</th>
    </tr>
    <tr>
      <th>Department</th>
      <th>ReasonForAbsence</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""4"" valign=""top"">Finance</th>
      <th>Other</th>
      <td>0.841836</td>
      <td>63.838413</td>
      <td>32.986325</td>
    </tr>
    <tr>
      <th>Personal</th>
      <td>74.074867</td>
      <td>45.293494</td>
      <td>34.570540</td>
    </tr>
    <tr>
      <th>Sick</th>
      <td>87.614063</td>
      <td>75.072000</td>
      <td>72.746059</td>
    </tr>
    <tr>
      <th>Vacation</th>
      <td>30.758225</td>
      <td>24.090629</td>
      <td>26.527544</td>
    </tr>
    <tr>
      <th rowspan=""4"" valign=""top"">HR</th>
      <th>Other</th>
      <td>9.617800</td>
      <td>53.469555</td>
      <td>38.967910</td>
    </tr>
    <tr>
      <th>Personal</th>
      <td>48.663762</td>
      <td>35.119477</td>
      <td>67.077289</td>
    </tr>
    <tr>
      <th>Sick</th>
      <td>32.655437</td>
      <td>6.013945</td>
      <td>54.606202</td>
    </tr>
    <tr>
      <th>Vacation</th>
      <td>19.811565</td>
      <td>14.629254</td>
      <td>72.712658</td>
    </tr>
    <tr>
      <th rowspan=""4"" valign=""top"">IT</th>
      <th>Other</th>
      <td>41.992767</td>
      <td>45.934609</td>
      <td>81.395430</td>
    </tr>
    <tr>
      <th>Personal</th>
      <td>21.506695</td>
      <td>30.023690</td>
      <td>78.965739</td>
    </tr>
    <tr>
      <th>Sick</th>
      <td>20.071793</td>
      <td>78.287330</td>
      <td>57.527755</td>
    </tr>
    <tr>
      <th>Vacation</th>
      <td>31.283022</td>
      <td>20.645680</td>
      <td>9.351788</td>
    </tr>
    <tr>
      <th rowspan=""4"" valign=""top"">Marketing</th>
      <th>Other</th>
      <td>31.858475</td>
      <td>89.314473</td>
      <td>62.595160</td>
    </tr>
    <tr>
      <th>Personal</th>
      <td>56.389587</td>
      <td>31.688107</td>
      <td>2.023773</td>
    </tr>
    <tr>
      <th>Sick</th>
      <td>98.028228</td>
      <td>56.523489</td>
      <td>24.918244</td>
    </tr>
    <tr>
      <th>Vacation</th>
      <td>32.295138</td>
      <td>68.187368</td>
      <td>28.711318</td>
    </tr>
    <tr>
      <th rowspan=""4"" valign=""top"">Sales</th>
      <th>Other</th>
      <td>69.409549</td>
      <td>44.671205</td>
      <td>54.779094</td>
    </tr>
    <tr>
      <th>Personal</th>
      <td>32.386334</td>
      <td>11.161479</td>
      <td>49.884527</td>
    </tr>
    <tr>
      <th>Sick</th>
      <td>97.924297</td>
      <td>58.286781</td>
      <td>93.970029</td>
    </tr>
    <tr>
      <th>Vacation</th>
      <td>22.596272</td>
      <td>49.678757</td>
      <td>24.904626</td>
    </tr>
  </tbody>
</table>",72.712658
