,Question,SQL Query,Method,Table,Label
73,"What is the combined total of assessment scores for employees who are beginners in management, intermediates in soft skills, and advanced in both soft skills and technical skills?","SELECT SUM(AssessmentScore) AS AssessmentScore FROM (SELECT AssessmentScore AS AssessmentScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Soft Skills"" AND SkillLevel = ""Intermediate"" UNION ALL SELECT AssessmentScore AS AssessmentScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Technical"" AND SkillLevel = ""Advanced"" UNION ALL SELECT AssessmentScore AS AssessmentScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Soft Skills"" AND SkillLevel = ""Advanced"" UNION ALL SELECT AssessmentScore AS AssessmentScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Management"" AND SkillLevel = ""Beginner"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillCategory</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>SkillLevel</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Advanced</th>
      <td>15.200483</td>
      <td>21.747095</td>
      <td>2.541742</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>55.509006</td>
      <td>22.534387</td>
      <td>91.199427</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>53.230671</td>
      <td>64.762224</td>
      <td>50.349565</td>
    </tr>
  </tbody>
</table>",144.560067
74,"What is the combined total of assessment scores for employees at the beginner and intermediate levels in management as of January 1, 2020, together with the advanced level technical assessment scores recorded on December 31, 2023?","SELECT SUM(AssessmentScore) AS AssessmentScore FROM (SELECT AssessmentScore AS AssessmentScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Management"" AND AssessmentDate = ""2020-01-01"" AND SkillLevel = ""Beginner"" UNION ALL SELECT AssessmentScore AS AssessmentScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Management"" AND AssessmentDate = ""2020-01-01"" AND SkillLevel = ""Intermediate"" UNION ALL SELECT AssessmentScore AS AssessmentScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Technical"" AND AssessmentDate = ""2023-12-31"" AND SkillLevel = ""Advanced"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>AssessmentDate</th>
      <th colspan=""3"" halign=""left"">2020-01-01</th>
      <th colspan=""3"" halign=""left"">2023-12-31</th>
    </tr>
    <tr>
      <th>SkillLevel</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
    </tr>
    <tr>
      <th>SkillCategory</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Management</th>
      <td>62.487712</td>
      <td>85.185907</td>
      <td>90.331555</td>
      <td>44.167421</td>
      <td>49.905358</td>
      <td>53.541856</td>
    </tr>
    <tr>
      <th>Soft Skills</th>
      <td>69.911221</td>
      <td>33.679452</td>
      <td>5.219797</td>
      <td>26.999525</td>
      <td>73.412436</td>
      <td>47.177293</td>
    </tr>
    <tr>
      <th>Technical</th>
      <td>14.166002</td>
      <td>51.384244</td>
      <td>27.038364</td>
      <td>98.049816</td>
      <td>27.237141</td>
      <td>28.584796</td>
    </tr>
  </tbody>
</table>",273.567277
75,"What is the combined total of the scores for employees assessed as beginners in management skills and those rated advanced in soft skills on January 1st, 2023?","SELECT SUM(Score) AS Score FROM (SELECT Score AS Score FROM EmployeeSkillAssessmentResults WHERE SkillType = ""Management"" AND AssessmentDate = ""2023-01-01"" AND SkillLevel = ""Beginner"" UNION ALL SELECT Score AS Score FROM EmployeeSkillAssessmentResults WHERE SkillType = ""Soft"" AND AssessmentDate = ""2023-01-01"" AND SkillLevel = ""Advanced"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>AssessmentDate</th>
      <th colspan=""3"" halign=""left"">2023-01-01</th>
      <th colspan=""3"" halign=""left"">2023-12-31</th>
    </tr>
    <tr>
      <th>SkillLevel</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
    </tr>
    <tr>
      <th>SkillType</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Management</th>
      <td>43.118671</td>
      <td>68.129986</td>
      <td>94.246398</td>
      <td>86.248169</td>
      <td>26.616696</td>
      <td>82.677335</td>
    </tr>
    <tr>
      <th>Soft</th>
      <td>56.027377</td>
      <td>54.757942</td>
      <td>52.748040</td>
      <td>7.184695</td>
      <td>0.755224</td>
      <td>22.429201</td>
    </tr>
    <tr>
      <th>Technical</th>
      <td>85.954036</td>
      <td>28.793932</td>
      <td>87.651209</td>
      <td>22.912281</td>
      <td>85.232857</td>
      <td>25.352755</td>
    </tr>
  </tbody>
</table>",124.157363
76,"What is the total progress percentage achieved by employees E001, E002, and E004 in their intermediate-level development for the skills of Time Management, Leadership, and Communication combined?","SELECT SUM(ProgressPercentage) AS ProgressPercentage FROM (SELECT ProgressPercentage AS ProgressPercentage FROM EmployeeSkillDevelopmentProgress WHERE EmployeeID = ""E002"" AND SkillName = ""Leadership"" AND DevelopmentStage = ""Intermediate"" UNION ALL SELECT ProgressPercentage AS ProgressPercentage FROM EmployeeSkillDevelopmentProgress WHERE EmployeeID = ""E004"" AND SkillName = ""Communication"" AND DevelopmentStage = ""Intermediate"" UNION ALL SELECT ProgressPercentage AS ProgressPercentage FROM EmployeeSkillDevelopmentProgress WHERE EmployeeID = ""E001"" AND SkillName = ""Time Management"" AND DevelopmentStage = ""Intermediate"" UNION ALL SELECT ProgressPercentage AS ProgressPercentage FROM EmployeeSkillDevelopmentProgress WHERE EmployeeID = ""E002"" AND SkillName = ""Communication"" AND DevelopmentStage = ""Intermediate"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>EmployeeID</th>
      <th>E001</th>
      <th>E002</th>
      <th>E003</th>
      <th>E004</th>
    </tr>
    <tr>
      <th>SkillName</th>
      <th>DevelopmentStage</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""3"" valign=""top"">Communication</th>
      <th>Advanced</th>
      <td>95.102780</td>
      <td>80.288590</td>
      <td>56.907131</td>
      <td>81.334671</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>89.909606</td>
      <td>9.182113</td>
      <td>41.202340</td>
      <td>52.080716</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>33.916318</td>
      <td>4.671922</td>
      <td>6.327298</td>
      <td>1.448209</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Leadership</th>
      <th>Advanced</th>
      <td>66.445521</td>
      <td>99.840636</td>
      <td>96.248242</td>
      <td>80.337357</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>32.485966</td>
      <td>96.865966</td>
      <td>57.571383</td>
      <td>18.514712</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>62.532052</td>
      <td>44.333936</td>
      <td>38.671530</td>
      <td>50.477860</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Technical</th>
      <th>Advanced</th>
      <td>58.478087</td>
      <td>63.571634</td>
      <td>87.936736</td>
      <td>11.915571</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>11.238208</td>
      <td>85.445450</td>
      <td>81.755726</td>
      <td>84.720223</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>69.970614</td>
      <td>97.200806</td>
      <td>46.493715</td>
      <td>85.952537</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Time Management</th>
      <th>Advanced</th>
      <td>23.257471</td>
      <td>39.632436</td>
      <td>2.686943</td>
      <td>65.379663</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>55.754284</td>
      <td>98.566226</td>
      <td>28.438971</td>
      <td>41.018054</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>52.046864</td>
      <td>1.191967</td>
      <td>50.443147</td>
      <td>32.615240</td>
    </tr>
  </tbody>
</table>",102.500931
77,"What is the combined total of assessment points earned by employees in beginner and advanced soft skills, along with intermediate and advanced technical skills?","SELECT SUM(AssessmentScore) AS AssessmentScore FROM (SELECT AssessmentScore AS AssessmentScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Soft Skills"" AND SkillLevel = ""Beginner"" UNION ALL SELECT AssessmentScore AS AssessmentScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Soft Skills"" AND SkillLevel = ""Advanced"" UNION ALL SELECT AssessmentScore AS AssessmentScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Technical"" AND SkillLevel = ""Intermediate"" UNION ALL SELECT AssessmentScore AS AssessmentScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Technical"" AND SkillLevel = ""Advanced"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillCategory</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>SkillLevel</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Advanced</th>
      <td>71.034204</td>
      <td>45.314420</td>
      <td>45.795847</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>41.301056</td>
      <td>16.852640</td>
      <td>1.558542</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>47.371633</td>
      <td>0.927599</td>
      <td>99.282719</td>
    </tr>
  </tbody>
</table>",207.245626
78,"What is the total progress score achieved by employees in Soft Skills at the advanced level, combined with their progress in Management and Technical skills at the intermediate level?","SELECT SUM(ProgressScore) AS ProgressScore FROM (SELECT ProgressScore AS ProgressScore FROM EmployeeSkillDevelopmentProgress WHERE SkillCategory = ""Soft Skills"" AND DevelopmentStage = ""Advanced"" UNION ALL SELECT ProgressScore AS ProgressScore FROM EmployeeSkillDevelopmentProgress WHERE SkillCategory = ""Management"" AND DevelopmentStage = ""Intermediate"" UNION ALL SELECT ProgressScore AS ProgressScore FROM EmployeeSkillDevelopmentProgress WHERE SkillCategory = ""Technical"" AND DevelopmentStage = ""Intermediate"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>DevelopmentStage</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
    </tr>
    <tr>
      <th>SkillCategory</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Management</th>
      <td>11.011576</td>
      <td>1.965927</td>
      <td>19.489649</td>
    </tr>
    <tr>
      <th>Soft Skills</th>
      <td>62.993797</td>
      <td>96.623900</td>
      <td>96.170543</td>
    </tr>
    <tr>
      <th>Technical</th>
      <td>34.173362</td>
      <td>21.916607</td>
      <td>84.506862</td>
    </tr>
  </tbody>
</table>",166.990309
79,"What is the combined total of the scores for Analytical skills assessed at the start of 2023, Technical and Management skills evaluated at the end of 2023, and Soft Skills measured at the beginning of the year?","SELECT SUM(SkillScore) AS SkillScore FROM (SELECT SkillScore AS SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Analytical"" AND AssessmentDate = ""2023-01-01"" UNION ALL SELECT SkillScore AS SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Technical"" AND AssessmentDate = ""2023-12-31"" UNION ALL SELECT SkillScore AS SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Management"" AND AssessmentDate = ""2023-12-31"" UNION ALL SELECT SkillScore AS SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Soft Skills"" AND AssessmentDate = ""2023-01-01"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillCategory</th>
      <th>Analytical</th>
      <th>Creative</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>AssessmentDate</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>2023-01-01</th>
      <td>36.918589</td>
      <td>41.452205</td>
      <td>30.730081</td>
      <td>62.543812</td>
      <td>57.054146</td>
    </tr>
    <tr>
      <th>2023-12-31</th>
      <td>44.307453</td>
      <td>20.189726</td>
      <td>50.872435</td>
      <td>90.916666</td>
      <td>58.612305</td>
    </tr>
  </tbody>
</table>",208.94714
80,"What is the total improvement score achieved by employees who developed intermediate soft skills through workshops, beginner management skills via mentorship, advanced technical skills through online courses, and beginner technical skills by attending workshops?","SELECT SUM(ImprovementScore) AS ImprovementScore FROM (SELECT ImprovementScore AS ImprovementScore FROM EmployeeSkillDevelopmentMetrics WHERE SkillCategory = ""Soft Skills"" AND DevelopmentMethod = ""Workshop"" AND SkillLevel = ""Intermediate"" UNION ALL SELECT ImprovementScore AS ImprovementScore FROM EmployeeSkillDevelopmentMetrics WHERE SkillCategory = ""Management"" AND DevelopmentMethod = ""Mentorship"" AND SkillLevel = ""Beginner"" UNION ALL SELECT ImprovementScore AS ImprovementScore FROM EmployeeSkillDevelopmentMetrics WHERE SkillCategory = ""Technical"" AND DevelopmentMethod = ""Online Course"" AND SkillLevel = ""Advanced"" UNION ALL SELECT ImprovementScore AS ImprovementScore FROM EmployeeSkillDevelopmentMetrics WHERE SkillCategory = ""Technical"" AND DevelopmentMethod = ""Workshop"" AND SkillLevel = ""Beginner"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>SkillCategory</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>DevelopmentMethod</th>
      <th>SkillLevel</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""3"" valign=""top"">Mentorship</th>
      <th>Advanced</th>
      <td>9.374001</td>
      <td>8.175684</td>
      <td>8.106658</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>2.280391</td>
      <td>6.265057</td>
      <td>0.664753</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>6.554133</td>
      <td>7.235735</td>
      <td>1.011766</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Online Course</th>
      <th>Advanced</th>
      <td>7.622517</td>
      <td>1.382828</td>
      <td>0.225168</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>2.971292</td>
      <td>8.821202</td>
      <td>7.933414</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>9.440340</td>
      <td>6.543456</td>
      <td>6.493038</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Workshop</th>
      <th>Advanced</th>
      <td>4.753280</td>
      <td>7.283629</td>
      <td>5.198883</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>5.749997</td>
      <td>1.188721</td>
      <td>0.926384</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>9.672545</td>
      <td>3.484519</td>
      <td>9.579959</td>
    </tr>
  </tbody>
</table>",6.916463
81,"What is the total utilization percentage of advanced-level employees specializing in Communication within IT, Management within Sales, and Creative skills within Finance?","SELECT SUM(UtilizationRate) AS UtilizationRate FROM (SELECT UtilizationRate AS UtilizationRate FROM EmployeeSkillUtilizationMetrics WHERE SkillCategory = ""Communication"" AND SkillLevel = ""Advanced"" AND Department = ""IT"" UNION ALL SELECT UtilizationRate AS UtilizationRate FROM EmployeeSkillUtilizationMetrics WHERE SkillCategory = ""Management"" AND SkillLevel = ""Advanced"" AND Department = ""Sales"" UNION ALL SELECT UtilizationRate AS UtilizationRate FROM EmployeeSkillUtilizationMetrics WHERE SkillCategory = ""Creative"" AND SkillLevel = ""Advanced"" AND Department = ""Finance"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>SkillCategory</th>
      <th>Communication</th>
      <th>Creative</th>
      <th>Management</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>SkillLevel</th>
      <th>Department</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""5"" valign=""top"">Advanced</th>
      <th>Finance</th>
      <td>96.873621</td>
      <td>4.766814</td>
      <td>18.346293</td>
      <td>41.985611</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>22.920842</td>
      <td>31.651675</td>
      <td>41.475022</td>
      <td>34.349407</td>
    </tr>
    <tr>
      <th>IT</th>
      <td>91.445874</td>
      <td>16.076395</td>
      <td>66.276682</td>
      <td>6.102132</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>98.607592</td>
      <td>59.942442</td>
      <td>19.457632</td>
      <td>75.962438</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>17.111524</td>
      <td>8.933810</td>
      <td>64.237408</td>
      <td>94.835144</td>
    </tr>
    <tr>
      <th rowspan=""5"" valign=""top"">Beginner</th>
      <th>Finance</th>
      <td>45.246570</td>
      <td>22.236293</td>
      <td>14.752078</td>
      <td>21.718957</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>70.383700</td>
      <td>93.159013</td>
      <td>54.158818</td>
      <td>47.283214</td>
    </tr>
    <tr>
      <th>IT</th>
      <td>86.689226</td>
      <td>92.347244</td>
      <td>48.641837</td>
      <td>8.579362</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>43.041671</td>
      <td>28.164886</td>
      <td>71.346555</td>
      <td>28.700595</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>39.765356</td>
      <td>87.709199</td>
      <td>60.524748</td>
      <td>72.303396</td>
    </tr>
    <tr>
      <th rowspan=""5"" valign=""top"">Intermediate</th>
      <th>Finance</th>
      <td>90.756085</td>
      <td>76.847278</td>
      <td>36.744694</td>
      <td>40.069264</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>89.434819</td>
      <td>47.678902</td>
      <td>66.044550</td>
      <td>66.978171</td>
    </tr>
    <tr>
      <th>IT</th>
      <td>19.488015</td>
      <td>39.206556</td>
      <td>59.778382</td>
      <td>61.306131</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>93.337131</td>
      <td>94.164914</td>
      <td>36.973115</td>
      <td>12.914024</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>86.419086</td>
      <td>55.032414</td>
      <td>82.702284</td>
      <td>78.668838</td>
    </tr>
  </tbody>
</table>",160.450096
82,"What is the combined total time invested in developing Soft Skills through Online Courses at the Intermediate level, Soft Skills via Mentorship at the Advanced level, and Management skills using Online Courses at the Beginner stage?","SELECT SUM(HoursSpent) AS HoursSpent FROM (SELECT HoursSpent AS HoursSpent FROM EmployeeSkillDevelopmentMetrics WHERE SkillCategory = ""Soft Skills"" AND DevelopmentMethod = ""Online Course"" AND ProgressLevel = ""Intermediate"" UNION ALL SELECT HoursSpent AS HoursSpent FROM EmployeeSkillDevelopmentMetrics WHERE SkillCategory = ""Soft Skills"" AND DevelopmentMethod = ""Mentorship"" AND ProgressLevel = ""Advanced"" UNION ALL SELECT HoursSpent AS HoursSpent FROM EmployeeSkillDevelopmentMetrics WHERE SkillCategory = ""Management"" AND DevelopmentMethod = ""Online Course"" AND ProgressLevel = ""Beginner"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>ProgressLevel</th>
      <th colspan=""3"" halign=""left"">Advanced</th>
      <th colspan=""3"" halign=""left"">Beginner</th>
      <th colspan=""3"" halign=""left"">Intermediate</th>
    </tr>
    <tr>
      <th>DevelopmentMethod</th>
      <th>Mentorship</th>
      <th>Online Course</th>
      <th>Workshop</th>
      <th>Mentorship</th>
      <th>Online Course</th>
      <th>Workshop</th>
      <th>Mentorship</th>
      <th>Online Course</th>
      <th>Workshop</th>
    </tr>
    <tr>
      <th>SkillCategory</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Management</th>
      <td>96.589598</td>
      <td>11.765657</td>
      <td>20.014300</td>
      <td>57.701425</td>
      <td>63.726440</td>
      <td>71.495042</td>
      <td>38.243602</td>
      <td>22.451796</td>
      <td>64.589995</td>
    </tr>
    <tr>
      <th>Soft Skills</th>
      <td>63.964401</td>
      <td>46.897071</td>
      <td>93.786356</td>
      <td>71.239025</td>
      <td>99.153885</td>
      <td>63.082880</td>
      <td>78.317416</td>
      <td>89.184090</td>
      <td>14.891574</td>
    </tr>
    <tr>
      <th>Technical</th>
      <td>5.539752</td>
      <td>60.689166</td>
      <td>94.526990</td>
      <td>95.720954</td>
      <td>96.661364</td>
      <td>30.406309</td>
      <td>89.659851</td>
      <td>55.731009</td>
      <td>87.119594</td>
    </tr>
  </tbody>
</table>",216.874931
83,What is the combined total of improvement scores for beginner-level management skills developed through mentorship and intermediate-level soft skills enhanced via online courses?,"SELECT SUM(ImprovementScore) AS ImprovementScore FROM (SELECT ImprovementScore AS ImprovementScore FROM EmployeeSkillDevelopmentMetrics WHERE SkillCategory = ""Management"" AND DevelopmentMethod = ""Mentorship"" AND SkillLevel = ""Beginner"" UNION ALL SELECT ImprovementScore AS ImprovementScore FROM EmployeeSkillDevelopmentMetrics WHERE SkillCategory = ""Soft Skills"" AND DevelopmentMethod = ""Online Course"" AND SkillLevel = ""Intermediate"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>SkillCategory</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>DevelopmentMethod</th>
      <th>SkillLevel</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""3"" valign=""top"">Mentorship</th>
      <th>Advanced</th>
      <td>43.911041</td>
      <td>36.168535</td>
      <td>16.745178</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>29.491079</td>
      <td>35.180285</td>
      <td>83.461164</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>50.503445</td>
      <td>74.337413</td>
      <td>97.023928</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Online Course</th>
      <th>Advanced</th>
      <td>28.831590</td>
      <td>86.150606</td>
      <td>81.016052</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>35.395307</td>
      <td>76.257328</td>
      <td>46.021739</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>96.767954</td>
      <td>74.437998</td>
      <td>73.014164</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Workshop</th>
      <th>Advanced</th>
      <td>7.165229</td>
      <td>57.018506</td>
      <td>78.222367</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>54.381033</td>
      <td>37.410648</td>
      <td>10.295539</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>36.883500</td>
      <td>43.345448</td>
      <td>62.886968</td>
    </tr>
  </tbody>
</table>",103.929077
84,"What is the combined total score of employees' soft skills at the end of 2023, along with their management and analytical skills assessed at the start of the year?","SELECT SUM(SkillScore) AS SkillScore FROM (SELECT SkillScore AS SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Soft Skills"" AND AssessmentDate = ""2023-12-31"" UNION ALL SELECT SkillScore AS SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Management"" AND AssessmentDate = ""2023-01-01"" UNION ALL SELECT SkillScore AS SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Analytical"" AND AssessmentDate = ""2023-01-01"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillCategory</th>
      <th>Analytical</th>
      <th>Creative</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>AssessmentDate</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>2023-01-01</th>
      <td>9.054012</td>
      <td>28.803406</td>
      <td>83.841240</td>
      <td>0.734774</td>
      <td>45.093725</td>
    </tr>
    <tr>
      <th>2023-12-31</th>
      <td>2.791026</td>
      <td>42.000822</td>
      <td>3.023911</td>
      <td>35.341326</td>
      <td>5.267285</td>
    </tr>
  </tbody>
</table>",128.236578
85,"What is the combined total score for Soft Skills and Technical categories recorded on December 31, 2023?","SELECT SUM(SkillScore) AS SkillScore FROM (SELECT SkillScore AS SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Soft Skills"" AND AssessmentDate = ""2023-12-31"" UNION ALL SELECT SkillScore AS SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Technical"" AND AssessmentDate = ""2023-12-31"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillCategory</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>AssessmentDate</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>2020-01-01</th>
      <td>47.219003</td>
      <td>35.747608</td>
      <td>60.605186</td>
    </tr>
    <tr>
      <th>2023-12-31</th>
      <td>17.671125</td>
      <td>49.810143</td>
      <td>0.517435</td>
    </tr>
  </tbody>
</table>",50.327578
86,"What is the combined total progress percentage made by employees who participated in leadership workshops, creative mentorship programs, and self-study sessions focused on management skills?","SELECT SUM(ProgressPercentage) AS ProgressPercentage FROM (SELECT ProgressPercentage AS ProgressPercentage FROM EmployeeSkillDevelopmentTracking WHERE SkillCategory = ""Leadership"" AND DevelopmentMethod = ""Workshop"" UNION ALL SELECT ProgressPercentage AS ProgressPercentage FROM EmployeeSkillDevelopmentTracking WHERE SkillCategory = ""Creative"" AND DevelopmentMethod = ""Mentorship"" UNION ALL SELECT ProgressPercentage AS ProgressPercentage FROM EmployeeSkillDevelopmentTracking WHERE SkillCategory = ""Management"" AND DevelopmentMethod = ""Self-Study"");",sum,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillCategory</th>
      <th>Creative</th>
      <th>Leadership</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>DevelopmentMethod</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Mentorship</th>
      <td>82.520406</td>
      <td>39.420263</td>
      <td>84.981431</td>
      <td>25.491956</td>
      <td>16.502626</td>
    </tr>
    <tr>
      <th>Online Course</th>
      <td>16.687498</td>
      <td>9.461781</td>
      <td>51.931025</td>
      <td>61.309339</td>
      <td>92.703354</td>
    </tr>
    <tr>
      <th>Self-Study</th>
      <td>54.328239</td>
      <td>1.660365</td>
      <td>36.590925</td>
      <td>39.683043</td>
      <td>38.886884</td>
    </tr>
    <tr>
      <th>Workshop</th>
      <td>75.552589</td>
      <td>0.281671</td>
      <td>99.895911</td>
      <td>24.057024</td>
      <td>17.483632</td>
    </tr>
  </tbody>
</table>",119.393002
