,Question,SQL Query,Method,Table,Label
49,Is the level of preference for working on-site in the Engineering department identical to the preference for hybrid work arrangements in the HR department?,"SELECT (SELECT PreferenceLevel FROM EmployeeWorkPreferencesAnalysis WHERE WorkPreferenceType = ""On-site"" AND Department = ""Engineering"") = (SELECT PreferenceLevel FROM EmployeeWorkPreferencesAnalysis WHERE WorkPreferenceType = ""Hybrid"" AND Department = ""HR"") as PreferenceLevel;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>WorkPreferenceType</th>
      <th>Hybrid</th>
      <th>On-site</th>
      <th>Remote</th>
    </tr>
    <tr>
      <th>Department</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Engineering</th>
      <td>3.922675</td>
      <td>2.846071</td>
      <td>9.415623</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>6.361536</td>
      <td>2.720040</td>
      <td>9.808544</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>7.350954</td>
      <td>9.819255</td>
      <td>3.528740</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>1.485199</td>
      <td>6.377686</td>
      <td>9.354256</td>
    </tr>
  </tbody>
</table>",no
50,Is the satisfaction rating for employees who work remotely during evening hours with minimal team interaction at most equal to the satisfaction rating of those who work on-site in the afternoon with strong team collaboration?,"SELECT (SELECT SatisfactionScore FROM EmployeeWorkPreferencesAnalysis WHERE WorkPreferenceType = ""Remote"" AND PreferredHours = ""Evening"" AND TeamCollaboration = ""Low"") <= (SELECT SatisfactionScore FROM EmployeeWorkPreferencesAnalysis WHERE WorkPreferenceType = ""On-site"" AND PreferredHours = ""Afternoon"" AND TeamCollaboration = ""High"") as SatisfactionScore;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>WorkPreferenceType</th>
      <th>Hybrid</th>
      <th>On-site</th>
      <th>Remote</th>
    </tr>
    <tr>
      <th>PreferredHours</th>
      <th>TeamCollaboration</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""3"" valign=""top"">Afternoon</th>
      <th>High</th>
      <td>6.577094</td>
      <td>6.910772</td>
      <td>5.971517</td>
    </tr>
    <tr>
      <th>Low</th>
      <td>6.423378</td>
      <td>8.753241</td>
      <td>5.118151</td>
    </tr>
    <tr>
      <th>Medium</th>
      <td>7.665744</td>
      <td>5.227538</td>
      <td>2.067206</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Evening</th>
      <th>High</th>
      <td>4.552005</td>
      <td>2.332334</td>
      <td>3.726087</td>
    </tr>
    <tr>
      <th>Low</th>
      <td>3.105431</td>
      <td>6.530189</td>
      <td>2.830590</td>
    </tr>
    <tr>
      <th>Medium</th>
      <td>1.804397</td>
      <td>1.544502</td>
      <td>6.065906</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Morning</th>
      <th>High</th>
      <td>3.739018</td>
      <td>3.349629</td>
      <td>8.180645</td>
    </tr>
    <tr>
      <th>Low</th>
      <td>5.571966</td>
      <td>6.918713</td>
      <td>2.928244</td>
    </tr>
    <tr>
      <th>Medium</th>
      <td>3.124481</td>
      <td>4.695490</td>
      <td>1.691862</td>
    </tr>
  </tbody>
</table>",yes
51,Is the proficiency in Data Analysis for technical staff without certification equivalent to the proficiency in Java for those who hold a certification in the technical field?,"SELECT (SELECT SkillLevel FROM EmployeeSkillLevels WHERE SkillName = ""Data Analysis"" AND SkillCategory = ""Technical"" AND CertificationStatus = ""Not Certified"") = (SELECT SkillLevel FROM EmployeeSkillLevels WHERE SkillName = ""Java"" AND SkillCategory = ""Technical"" AND CertificationStatus = ""Certified"") as SkillLevel;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>SkillName</th>
      <th>Communication</th>
      <th>Data Analysis</th>
      <th>Java</th>
      <th>Project Management</th>
      <th>Python</th>
    </tr>
    <tr>
      <th>SkillCategory</th>
      <th>CertificationStatus</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""2"" valign=""top"">Management</th>
      <th>Certified</th>
      <td>4.230754</td>
      <td>1.027557</td>
      <td>1.142030</td>
      <td>1.900983</td>
      <td>3.124961</td>
    </tr>
    <tr>
      <th>Not Certified</th>
      <td>4.064718</td>
      <td>0.543991</td>
      <td>3.947396</td>
      <td>0.484464</td>
      <td>2.973872</td>
    </tr>
    <tr>
      <th rowspan=""2"" valign=""top"">Soft</th>
      <th>Certified</th>
      <td>1.345986</td>
      <td>1.053375</td>
      <td>2.272786</td>
      <td>0.612410</td>
      <td>3.501664</td>
    </tr>
    <tr>
      <th>Not Certified</th>
      <td>0.924813</td>
      <td>3.677898</td>
      <td>3.409520</td>
      <td>0.075113</td>
      <td>2.084561</td>
    </tr>
    <tr>
      <th rowspan=""2"" valign=""top"">Technical</th>
      <th>Certified</th>
      <td>3.564443</td>
      <td>3.576899</td>
      <td>2.050584</td>
      <td>2.698596</td>
      <td>3.667881</td>
    </tr>
    <tr>
      <th>Not Certified</th>
      <td>4.168129</td>
      <td>3.442721</td>
      <td>3.857125</td>
      <td>1.663901</td>
      <td>4.504071</td>
    </tr>
  </tbody>
</table>",no
52,"On January 1st, 2020, did the evaluation results for the imaginative abilities and interpersonal skills categories match exactly?","SELECT (SELECT SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Creative"" AND AssessmentDate = ""2020-01-01"") = (SELECT SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Soft Skills"" AND AssessmentDate = ""2020-01-01"") as SkillScore;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillCategory</th>
      <th>Analytical</th>
      <th>Creative</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>AssessmentDate</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>2020-01-01</th>
      <td>17.408362</td>
      <td>7.117788</td>
      <td>19.488722</td>
      <td>3.782974</td>
      <td>35.672766</td>
    </tr>
    <tr>
      <th>2023-12-31</th>
      <td>72.506219</td>
      <td>41.752188</td>
      <td>84.251088</td>
      <td>93.633535</td>
      <td>96.279855</td>
    </tr>
  </tbody>
</table>",no
53,"Considering the progress levels of employees, does the initial development phase in communication skills show a higher or equal advancement compared to the most developed stage in problem-solving abilities?","SELECT (SELECT ProgressScore FROM EmployeeSkillDevelopmentProgress WHERE SkillName = ""Communication"" AND DevelopmentStage = ""Beginner"") >= (SELECT ProgressScore FROM EmployeeSkillDevelopmentProgress WHERE SkillName = ""Problem Solving"" AND DevelopmentStage = ""Advanced"") as ProgressScore;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillName</th>
      <th>Communication</th>
      <th>Leadership</th>
      <th>Problem Solving</th>
      <th>Technical</th>
      <th>Time Management</th>
    </tr>
    <tr>
      <th>DevelopmentStage</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Advanced</th>
      <td>96.206908</td>
      <td>90.134060</td>
      <td>95.794141</td>
      <td>38.945908</td>
      <td>35.931222</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>62.759714</td>
      <td>56.785360</td>
      <td>34.905559</td>
      <td>85.804163</td>
      <td>49.162876</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>0.402547</td>
      <td>73.570609</td>
      <td>61.081037</td>
      <td>61.242533</td>
      <td>60.336444</td>
    </tr>
  </tbody>
</table>",no
54,Do employees classified as Very Satisfied Developers in the Engineering division put in fewer or equal hours compared to Neutral Executives working in Sales?,"SELECT (SELECT WorkHours FROM EmployeeWorkTrends WHERE Department = ""Engineering"" AND JobTitle = ""Developer"" AND SatisfactionLevel = ""Very Satisfied"") <= (SELECT WorkHours FROM EmployeeWorkTrends WHERE Department = ""Sales"" AND JobTitle = ""Executive"" AND SatisfactionLevel = ""Neutral"") as WorkHours;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>Department</th>
      <th colspan=""5"" halign=""left"">Engineering</th>
      <th colspan=""5"" halign=""left"">Finance</th>
      <th colspan=""5"" halign=""left"">HR</th>
      <th colspan=""5"" halign=""left"">Marketing</th>
      <th colspan=""5"" halign=""left"">Sales</th>
    </tr>
    <tr>
      <th>SatisfactionLevel</th>
      <th>Dissatisfied</th>
      <th>Neutral</th>
      <th>Satisfied</th>
      <th>Very Dissatisfied</th>
      <th>Very Satisfied</th>
      <th>Dissatisfied</th>
      <th>Neutral</th>
      <th>Satisfied</th>
      <th>Very Dissatisfied</th>
      <th>Very Satisfied</th>
      <th>Dissatisfied</th>
      <th>Neutral</th>
      <th>Satisfied</th>
      <th>Very Dissatisfied</th>
      <th>Very Satisfied</th>
      <th>Dissatisfied</th>
      <th>Neutral</th>
      <th>Satisfied</th>
      <th>Very Dissatisfied</th>
      <th>Very Satisfied</th>
      <th>Dissatisfied</th>
      <th>Neutral</th>
      <th>Satisfied</th>
      <th>Very Dissatisfied</th>
      <th>Very Satisfied</th>
    </tr>
    <tr>
      <th>JobTitle</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Analyst</th>
      <td>52.509555</td>
      <td>36.862515</td>
      <td>14.538539</td>
      <td>41.789127</td>
      <td>52.294055</td>
      <td>17.230072</td>
      <td>48.651260</td>
      <td>65.119782</td>
      <td>23.017059</td>
      <td>67.750998</td>
      <td>37.689401</td>
      <td>47.381909</td>
      <td>7.919175</td>
      <td>21.761779</td>
      <td>1.571677</td>
      <td>64.306297</td>
      <td>16.485200</td>
      <td>63.744142</td>
      <td>68.916286</td>
      <td>43.306918</td>
      <td>64.986722</td>
      <td>44.434915</td>
      <td>67.807897</td>
      <td>43.035401</td>
      <td>79.356418</td>
    </tr>
    <tr>
      <th>Coordinator</th>
      <td>14.024667</td>
      <td>56.669964</td>
      <td>3.488963</td>
      <td>75.054882</td>
      <td>38.020964</td>
      <td>5.517870</td>
      <td>75.266047</td>
      <td>57.265530</td>
      <td>71.336942</td>
      <td>38.223565</td>
      <td>54.958905</td>
      <td>11.565350</td>
      <td>27.954149</td>
      <td>25.763015</td>
      <td>62.485832</td>
      <td>57.349286</td>
      <td>36.699514</td>
      <td>26.954119</td>
      <td>45.024887</td>
      <td>47.781321</td>
      <td>3.771932</td>
      <td>24.944702</td>
      <td>57.297217</td>
      <td>44.770303</td>
      <td>7.602258</td>
    </tr>
    <tr>
      <th>Developer</th>
      <td>44.860913</td>
      <td>45.081990</td>
      <td>26.749776</td>
      <td>51.218834</td>
      <td>74.418244</td>
      <td>2.593875</td>
      <td>50.314527</td>
      <td>48.621667</td>
      <td>18.682561</td>
      <td>10.855017</td>
      <td>24.926961</td>
      <td>48.742287</td>
      <td>52.037079</td>
      <td>53.578217</td>
      <td>71.339814</td>
      <td>47.771389</td>
      <td>24.604715</td>
      <td>68.044705</td>
      <td>69.488672</td>
      <td>4.376701</td>
      <td>52.309894</td>
      <td>59.989514</td>
      <td>53.712859</td>
      <td>79.857884</td>
      <td>57.442119</td>
    </tr>
    <tr>
      <th>Executive</th>
      <td>26.660835</td>
      <td>66.091758</td>
      <td>31.085444</td>
      <td>70.102033</td>
      <td>59.148849</td>
      <td>67.933026</td>
      <td>34.413994</td>
      <td>72.072142</td>
      <td>1.607633</td>
      <td>59.706292</td>
      <td>11.024180</td>
      <td>63.355790</td>
      <td>31.996625</td>
      <td>60.963392</td>
      <td>49.697004</td>
      <td>57.467766</td>
      <td>49.502296</td>
      <td>20.656671</td>
      <td>67.922321</td>
      <td>19.715937</td>
      <td>18.062758</td>
      <td>41.691534</td>
      <td>7.846227</td>
      <td>24.919474</td>
      <td>15.563836</td>
    </tr>
    <tr>
      <th>Manager</th>
      <td>36.587785</td>
      <td>35.685361</td>
      <td>27.289671</td>
      <td>45.447370</td>
      <td>13.865259</td>
      <td>21.571451</td>
      <td>33.357734</td>
      <td>70.970446</td>
      <td>11.157989</td>
      <td>61.973589</td>
      <td>31.102265</td>
      <td>77.164008</td>
      <td>62.660030</td>
      <td>12.903106</td>
      <td>42.087633</td>
      <td>38.412794</td>
      <td>28.558880</td>
      <td>41.016120</td>
      <td>59.093781</td>
      <td>39.749792</td>
      <td>73.245357</td>
      <td>38.581782</td>
      <td>65.941338</td>
      <td>46.412971</td>
      <td>79.984022</td>
    </tr>
  </tbody>
</table>",no
55,"Is the number of hours preferred by employees who work in a hybrid style, prefer remote work, and have medium job satisfaction the same as the preferred hours of those who work fully remotely, do not prefer remote work, and have low job satisfaction?","SELECT (SELECT PreferredHours FROM EmployeeWorkPreferencesAnalysis WHERE WorkStyle = ""Hybrid"" AND RemoteWorkPreference = ""Yes"" AND JobSatisfactionLevel = ""Medium"") = (SELECT PreferredHours FROM EmployeeWorkPreferencesAnalysis WHERE WorkStyle = ""Remote"" AND RemoteWorkPreference = ""No"" AND JobSatisfactionLevel = ""Low"") as PreferredHours;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>RemoteWorkPreference</th>
      <th>No</th>
      <th>Yes</th>
    </tr>
    <tr>
      <th>WorkStyle</th>
      <th>JobSatisfactionLevel</th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""3"" valign=""top"">Hybrid</th>
      <th>High</th>
      <td>42.208067</td>
      <td>30.468557</td>
    </tr>
    <tr>
      <th>Low</th>
      <td>49.722085</td>
      <td>44.580571</td>
    </tr>
    <tr>
      <th>Medium</th>
      <td>40.300572</td>
      <td>47.858640</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">On-site</th>
      <th>High</th>
      <td>35.608846</td>
      <td>32.909657</td>
    </tr>
    <tr>
      <th>Low</th>
      <td>35.769319</td>
      <td>42.152622</td>
    </tr>
    <tr>
      <th>Medium</th>
      <td>32.571873</td>
      <td>35.237938</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Remote</th>
      <th>High</th>
      <td>45.376665</td>
      <td>31.174542</td>
    </tr>
    <tr>
      <th>Low</th>
      <td>47.399198</td>
      <td>38.156726</td>
    </tr>
    <tr>
      <th>Medium</th>
      <td>41.155386</td>
      <td>35.619102</td>
    </tr>
  </tbody>
</table>",no
56,"Considering the evaluations for management skills, was the peer review rating from January 1, 2020, lower than the manager's assessment conducted on December 31, 2023?","SELECT (SELECT AssessmentScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Management"" AND AssessmentDate = ""2020-01-01"" AND AssessmentType = ""Peer Review"") < (SELECT AssessmentScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Management"" AND AssessmentDate = ""2023-12-31"" AND AssessmentType = ""Manager Review"") as AssessmentScore;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>SkillCategory</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>AssessmentDate</th>
      <th>AssessmentType</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""3"" valign=""top"">2020-01-01</th>
      <th>Manager Review</th>
      <td>52.444104</td>
      <td>90.402917</td>
      <td>10.122526</td>
    </tr>
    <tr>
      <th>Peer Review</th>
      <td>83.902578</td>
      <td>44.865579</td>
      <td>63.332701</td>
    </tr>
    <tr>
      <th>Self-Assessment</th>
      <td>59.412963</td>
      <td>78.812978</td>
      <td>73.335309</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">2023-12-31</th>
      <th>Manager Review</th>
      <td>53.160205</td>
      <td>16.408296</td>
      <td>30.845040</td>
    </tr>
    <tr>
      <th>Peer Review</th>
      <td>43.430314</td>
      <td>6.676889</td>
      <td>77.902917</td>
    </tr>
    <tr>
      <th>Self-Assessment</th>
      <td>5.422145</td>
      <td>18.565135</td>
      <td>14.265193</td>
    </tr>
  </tbody>
</table>",no
57,Is the performance rating of the Junior Developer in the HR department no greater than that of the Manager in the Finance department?,"SELECT (SELECT PerformanceScore FROM EmployeeWorkTrendsAnalysis WHERE Department = ""HR"" AND JobRole = ""Junior Developer"") <= (SELECT PerformanceScore FROM EmployeeWorkTrendsAnalysis WHERE Department = ""Finance"" AND JobRole = ""Manager"") as PerformanceScore;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>JobRole</th>
      <th>Intern</th>
      <th>Junior Developer</th>
      <th>Manager</th>
      <th>Senior Developer</th>
      <th>Team Lead</th>
    </tr>
    <tr>
      <th>Department</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Finance</th>
      <td>20.622809</td>
      <td>6.333157</td>
      <td>53.450540</td>
      <td>21.763653</td>
      <td>82.366484</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>6.158528</td>
      <td>20.409199</td>
      <td>29.613563</td>
      <td>80.234368</td>
      <td>32.089176</td>
    </tr>
    <tr>
      <th>IT</th>
      <td>13.783264</td>
      <td>96.703080</td>
      <td>66.073689</td>
      <td>36.619912</td>
      <td>31.085102</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>21.063065</td>
      <td>42.493322</td>
      <td>30.761063</td>
      <td>61.693278</td>
      <td>57.071962</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>82.847293</td>
      <td>26.859100</td>
      <td>56.538566</td>
      <td>87.422989</td>
      <td>53.865133</td>
    </tr>
  </tbody>
</table>",yes
58,"Considering employees who use their skills on a weekly basis, does the proficiency rating for beginners in technical skills meet or exceed that of advanced users in interpersonal skills?","SELECT (SELECT SkillRating FROM EmployeeSkillUsage WHERE SkillType = ""Technical"" AND SkillLevel = ""Beginner"" AND UsageFrequency = ""Weekly"") >= (SELECT SkillRating FROM EmployeeSkillUsage WHERE SkillType = ""Soft"" AND SkillLevel = ""Advanced"" AND UsageFrequency = ""Weekly"") as SkillRating;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>SkillType</th>
      <th colspan=""3"" halign=""left"">Management</th>
      <th colspan=""3"" halign=""left"">Soft</th>
      <th colspan=""3"" halign=""left"">Technical</th>
    </tr>
    <tr>
      <th>SkillLevel</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
    </tr>
    <tr>
      <th>UsageFrequency</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Daily</th>
      <td>4.681274</td>
      <td>2.207283</td>
      <td>2.279914</td>
      <td>4.582854</td>
      <td>2.039563</td>
      <td>0.222088</td>
      <td>1.939123</td>
      <td>1.590973</td>
      <td>2.815618</td>
    </tr>
    <tr>
      <th>Monthly</th>
      <td>0.531295</td>
      <td>4.385787</td>
      <td>3.665482</td>
      <td>0.703225</td>
      <td>0.296459</td>
      <td>0.201781</td>
      <td>2.932293</td>
      <td>0.650245</td>
      <td>3.996999</td>
    </tr>
    <tr>
      <th>Weekly</th>
      <td>1.864835</td>
      <td>0.873662</td>
      <td>1.886086</td>
      <td>0.290123</td>
      <td>2.239135</td>
      <td>0.655669</td>
      <td>2.421140</td>
      <td>0.085641</td>
      <td>3.755781</td>
    </tr>
  </tbody>
</table>",no
59,Was the skill rating for beginners in management at the beginning of 2020 higher than the skill rating for advanced technical skills at the end of 2023?,"SELECT (SELECT SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Management"" AND SkillLevel = ""Beginner"" AND AssessmentDate = ""2020-01-01"") > (SELECT SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Technical"" AND SkillLevel = ""Advanced"" AND AssessmentDate = ""2023-12-31"") as SkillScore;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>AssessmentDate</th>
      <th>2020-01-01</th>
      <th>2023-12-31</th>
    </tr>
    <tr>
      <th>SkillCategory</th>
      <th>SkillLevel</th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""3"" valign=""top"">Management</th>
      <th>Advanced</th>
      <td>15.273792</td>
      <td>51.500548</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>17.155099</td>
      <td>30.796561</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>0.642293</td>
      <td>76.844390</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Soft Skill</th>
      <th>Advanced</th>
      <td>24.675635</td>
      <td>50.352669</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>60.005504</td>
      <td>0.430482</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>30.024836</td>
      <td>3.442333</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Technical</th>
      <th>Advanced</th>
      <td>76.046913</td>
      <td>21.935093</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>19.690342</td>
      <td>69.712724</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>16.582938</td>
      <td>1.109371</td>
    </tr>
  </tbody>
</table>",no
60,Do marketing managers show a stronger inclination towards hybrid work compared to marketing developers' preference for working on-site?,"SELECT (SELECT PreferenceLevel FROM EmployeeWorkPreferencesAnalysis WHERE WorkPreferenceType = ""Hybrid"" AND Department = ""Marketing"" AND JobRole = ""Manager"") > (SELECT PreferenceLevel FROM EmployeeWorkPreferencesAnalysis WHERE WorkPreferenceType = ""On-site"" AND Department = ""Marketing"" AND JobRole = ""Developer"") as PreferenceLevel;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>Department</th>
      <th>Engineering</th>
      <th>HR</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>WorkPreferenceType</th>
      <th>JobRole</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""4"" valign=""top"">Hybrid</th>
      <th>Analyst</th>
      <td>7.318134</td>
      <td>3.972046</td>
      <td>4.665196</td>
      <td>5.253844</td>
    </tr>
    <tr>
      <th>Developer</th>
      <td>4.562901</td>
      <td>5.172039</td>
      <td>9.071409</td>
      <td>2.945488</td>
    </tr>
    <tr>
      <th>Manager</th>
      <td>2.794629</td>
      <td>3.622237</td>
      <td>3.556336</td>
      <td>8.564906</td>
    </tr>
    <tr>
      <th>Salesperson</th>
      <td>3.774045</td>
      <td>5.769350</td>
      <td>7.954574</td>
      <td>5.678329</td>
    </tr>
    <tr>
      <th rowspan=""4"" valign=""top"">On-site</th>
      <th>Analyst</th>
      <td>0.179729</td>
      <td>8.651335</td>
      <td>1.082490</td>
      <td>7.222046</td>
    </tr>
    <tr>
      <th>Developer</th>
      <td>8.161749</td>
      <td>7.308079</td>
      <td>9.439048</td>
      <td>0.516343</td>
    </tr>
    <tr>
      <th>Manager</th>
      <td>5.038352</td>
      <td>3.638452</td>
      <td>1.779697</td>
      <td>3.941660</td>
    </tr>
    <tr>
      <th>Salesperson</th>
      <td>8.119294</td>
      <td>6.525170</td>
      <td>8.062452</td>
      <td>8.756594</td>
    </tr>
    <tr>
      <th rowspan=""4"" valign=""top"">Remote</th>
      <th>Analyst</th>
      <td>2.275523</td>
      <td>7.423831</td>
      <td>1.938449</td>
      <td>2.978977</td>
    </tr>
    <tr>
      <th>Developer</th>
      <td>9.865788</td>
      <td>0.612713</td>
      <td>3.706601</td>
      <td>7.901372</td>
    </tr>
    <tr>
      <th>Manager</th>
      <td>5.429510</td>
      <td>0.063811</td>
      <td>1.106034</td>
      <td>9.621965</td>
    </tr>
    <tr>
      <th>Salesperson</th>
      <td>4.087691</td>
      <td>7.799818</td>
      <td>7.509702</td>
      <td>7.199169</td>
    </tr>
  </tbody>
</table>",no
61,Is the engagement level of employees with high proficiency in analytical tasks lower than that of those with moderate proficiency in technical tasks?,"SELECT (SELECT UtilizationRate FROM EmployeeSkillUtilization WHERE SkillCategory = ""Analytical"" AND SkillLevel = ""Advanced"") < (SELECT UtilizationRate FROM EmployeeSkillUtilization WHERE SkillCategory = ""Technical"" AND SkillLevel = ""Intermediate"") as UtilizationRate;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillLevel</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
    </tr>
    <tr>
      <th>SkillCategory</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Analytical</th>
      <td>31.144023</td>
      <td>27.917733</td>
      <td>4.076512</td>
    </tr>
    <tr>
      <th>Creative</th>
      <td>42.625207</td>
      <td>31.399149</td>
      <td>84.595143</td>
    </tr>
    <tr>
      <th>Management</th>
      <td>41.667947</td>
      <td>4.640207</td>
      <td>22.996379</td>
    </tr>
    <tr>
      <th>Soft Skills</th>
      <td>88.003251</td>
      <td>4.260022</td>
      <td>74.952011</td>
    </tr>
    <tr>
      <th>Technical</th>
      <td>22.720732</td>
      <td>25.267153</td>
      <td>43.554416</td>
    </tr>
  </tbody>
</table>",yes
62,Does the competency rating for employees with moderate experience in interpersonal abilities match or surpass the rating for those with high expertise in technical fields?,"SELECT (SELECT SkillScore FROM EmployeeSkillAssessment WHERE SkillCategory = ""Soft Skills"" AND SkillLevel = ""Intermediate"") >= (SELECT SkillScore FROM EmployeeSkillAssessment WHERE SkillCategory = ""Technical"" AND SkillLevel = ""Advanced"") as SkillScore;",comparative,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillLevel</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
    </tr>
    <tr>
      <th>SkillCategory</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Management</th>
      <td>38.572806</td>
      <td>24.939371</td>
      <td>27.862645</td>
    </tr>
    <tr>
      <th>Soft Skills</th>
      <td>52.493319</td>
      <td>47.292640</td>
      <td>81.353179</td>
    </tr>
    <tr>
      <th>Technical</th>
      <td>44.263815</td>
      <td>32.201241</td>
      <td>56.548951</td>
    </tr>
  </tbody>
</table>",yes
