,Question,SQL Query,Method,Table,Label
49,"What was the mean number of hours worked or taken off by employee E001 on December 31, 2023, when combining both days they were present and days they were on leave?","SELECT AVG(AttendanceHours) AS AttendanceHours FROM (SELECT AttendanceHours AS AttendanceHours FROM EmployeeAttendanceTrends WHERE EmployeeID = ""E001"" AND AttendanceStatus = ""Present"" AND AttendanceDate = ""2023-12-31"" UNION ALL SELECT AttendanceHours AS AttendanceHours FROM EmployeeAttendanceTrends WHERE EmployeeID = ""E001"" AND AttendanceStatus = ""Leave"" AND AttendanceDate = ""2023-12-31"");",average,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>EmployeeID</th>
      <th colspan=""2"" halign=""left"">E001</th>
      <th colspan=""2"" halign=""left"">E100</th>
    </tr>
    <tr>
      <th>AttendanceDate</th>
      <th>2023-01-01</th>
      <th>2023-12-31</th>
      <th>2023-01-01</th>
      <th>2023-12-31</th>
    </tr>
    <tr>
      <th>AttendanceStatus</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Absent</th>
      <td>14.041905</td>
      <td>3.793282</td>
      <td>7.546501</td>
      <td>17.630287</td>
    </tr>
    <tr>
      <th>Leave</th>
      <td>5.227352</td>
      <td>8.322942</td>
      <td>3.660241</td>
      <td>17.519909</td>
    </tr>
    <tr>
      <th>Present</th>
      <td>13.630268</td>
      <td>22.907472</td>
      <td>10.403503</td>
      <td>22.033324</td>
    </tr>
  </tbody>
</table>",15.615207
50,What is the mean satisfaction score reported by employees who perform their duties at the office and follow either a standard full-time or a flexible working timetable?,"SELECT AVG(SatisfactionLevel) AS SatisfactionLevel FROM (SELECT SatisfactionLevel AS SatisfactionLevel FROM EmployeeWorkPreferences WHERE WorkLocation = ""Onsite"" AND WorkSchedule = ""Full-time"" UNION ALL SELECT SatisfactionLevel AS SatisfactionLevel FROM EmployeeWorkPreferences WHERE WorkLocation = ""Onsite"" AND WorkSchedule = ""Flexible"");",average,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>WorkLocation</th>
      <th>Hybrid</th>
      <th>Onsite</th>
      <th>Remote</th>
    </tr>
    <tr>
      <th>WorkSchedule</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Flexible</th>
      <td>0.421552</td>
      <td>8.395479</td>
      <td>8.113016</td>
    </tr>
    <tr>
      <th>Full-time</th>
      <td>5.128045</td>
      <td>2.243674</td>
      <td>8.346437</td>
    </tr>
    <tr>
      <th>Part-time</th>
      <td>5.072589</td>
      <td>1.568851</td>
      <td>6.860871</td>
    </tr>
  </tbody>
</table>",5.319576
51,"What is the combined mean performance rating for employees assessed at the beginner level in soft skills and technical areas, along with those evaluated at both beginner and intermediate levels in management?","SELECT AVG(AssessmentScore) AS AssessmentScore FROM (SELECT AssessmentScore AS AssessmentScore FROM EmployeeSkillAssessmentSummary WHERE SkillCategory = ""Management"" AND SkillLevel = ""Intermediate"" UNION ALL SELECT AssessmentScore AS AssessmentScore FROM EmployeeSkillAssessmentSummary WHERE SkillCategory = ""Soft Skills"" AND SkillLevel = ""Beginner"" UNION ALL SELECT AssessmentScore AS AssessmentScore FROM EmployeeSkillAssessmentSummary WHERE SkillCategory = ""Technical"" AND SkillLevel = ""Beginner"" UNION ALL SELECT AssessmentScore AS AssessmentScore FROM EmployeeSkillAssessmentSummary WHERE SkillCategory = ""Management"" AND SkillLevel = ""Beginner"");",average,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillLevel</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
    </tr>
    <tr>
      <th>SkillCategory</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Management</th>
      <td>17.063731</td>
      <td>94.171050</td>
      <td>24.919160</td>
    </tr>
    <tr>
      <th>Soft Skills</th>
      <td>95.222545</td>
      <td>29.652376</td>
      <td>12.798854</td>
    </tr>
    <tr>
      <th>Technical</th>
      <td>81.534324</td>
      <td>31.127059</td>
      <td>13.462457</td>
    </tr>
  </tbody>
</table>",44.967411
52,"What is the mean utilization rate when combining intermediate technical skills, expert management skills, expert soft skills, and intermediate management skills?","SELECT AVG(UtilizationRate) AS UtilizationRate FROM (SELECT UtilizationRate AS UtilizationRate FROM EmployeeSkillUtilizationMetrics WHERE SkillCategory = ""Technical"" AND SkillLevel = ""Intermediate"" UNION ALL SELECT UtilizationRate AS UtilizationRate FROM EmployeeSkillUtilizationMetrics WHERE SkillCategory = ""Management"" AND SkillLevel = ""Expert"" UNION ALL SELECT UtilizationRate AS UtilizationRate FROM EmployeeSkillUtilizationMetrics WHERE SkillCategory = ""Soft Skills"" AND SkillLevel = ""Expert"" UNION ALL SELECT UtilizationRate AS UtilizationRate FROM EmployeeSkillUtilizationMetrics WHERE SkillCategory = ""Management"" AND SkillLevel = ""Intermediate"");",average,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillLevel</th>
      <th>Beginner</th>
      <th>Expert</th>
      <th>Intermediate</th>
    </tr>
    <tr>
      <th>SkillCategory</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Management</th>
      <td>0.067920</td>
      <td>0.130857</td>
      <td>0.272156</td>
    </tr>
    <tr>
      <th>Soft Skills</th>
      <td>0.970471</td>
      <td>0.923714</td>
      <td>0.880375</td>
    </tr>
    <tr>
      <th>Technical</th>
      <td>0.668523</td>
      <td>0.238137</td>
      <td>0.893092</td>
    </tr>
  </tbody>
</table>",0.554955
53,"What is the average proficiency rating for employees E001 and E002 in their Communication and Teamwork skills assessed on January 1st and 2nd, 2023, including E001's Technical skill evaluation on January 2nd?","SELECT AVG(SkillLevel) AS SkillLevel FROM (SELECT SkillLevel AS SkillLevel FROM EmployeeSkillAssessmentDetails WHERE EmployeeID = ""E001"" AND SkillName = ""Communication"" AND AssessmentDate = ""2023-01-02"" UNION ALL SELECT SkillLevel AS SkillLevel FROM EmployeeSkillAssessmentDetails WHERE EmployeeID = ""E002"" AND SkillName = ""Communication"" AND AssessmentDate = ""2023-01-02"" UNION ALL SELECT SkillLevel AS SkillLevel FROM EmployeeSkillAssessmentDetails WHERE EmployeeID = ""E002"" AND SkillName = ""Teamwork"" AND AssessmentDate = ""2023-01-01"" UNION ALL SELECT SkillLevel AS SkillLevel FROM EmployeeSkillAssessmentDetails WHERE EmployeeID = ""E001"" AND SkillName = ""Technical"" AND AssessmentDate = ""2023-01-02"");",average,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>EmployeeID</th>
      <th>E001</th>
      <th>E002</th>
      <th>E003</th>
    </tr>
    <tr>
      <th>SkillName</th>
      <th>AssessmentDate</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""3"" valign=""top"">Communication</th>
      <th>2023-01-01</th>
      <td>4.341737</td>
      <td>6.640644</td>
      <td>2.346380</td>
    </tr>
    <tr>
      <th>2023-01-02</th>
      <td>8.100265</td>
      <td>9.004729</td>
      <td>2.183350</td>
    </tr>
    <tr>
      <th>2023-12-31</th>
      <td>4.834547</td>
      <td>0.428632</td>
      <td>9.734228</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Leadership</th>
      <th>2023-01-01</th>
      <td>6.244613</td>
      <td>8.785931</td>
      <td>4.707183</td>
    </tr>
    <tr>
      <th>2023-01-02</th>
      <td>4.731919</td>
      <td>9.747728</td>
      <td>5.973766</td>
    </tr>
    <tr>
      <th>2023-12-31</th>
      <td>4.835223</td>
      <td>0.256338</td>
      <td>2.048723</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Problem Solving</th>
      <th>2023-01-01</th>
      <td>4.926448</td>
      <td>2.631532</td>
      <td>1.157049</td>
    </tr>
    <tr>
      <th>2023-01-02</th>
      <td>4.971508</td>
      <td>0.831788</td>
      <td>6.019553</td>
    </tr>
    <tr>
      <th>2023-12-31</th>
      <td>6.782560</td>
      <td>9.978720</td>
      <td>2.153901</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Teamwork</th>
      <th>2023-01-01</th>
      <td>8.830479</td>
      <td>6.979266</td>
      <td>4.378078</td>
    </tr>
    <tr>
      <th>2023-01-02</th>
      <td>0.813871</td>
      <td>6.616129</td>
      <td>7.609804</td>
    </tr>
    <tr>
      <th>2023-12-31</th>
      <td>9.426198</td>
      <td>0.394203</td>
      <td>4.886193</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Technical</th>
      <th>2023-01-01</th>
      <td>9.406810</td>
      <td>0.086407</td>
      <td>6.262552</td>
    </tr>
    <tr>
      <th>2023-01-02</th>
      <td>9.340665</td>
      <td>6.884541</td>
      <td>0.682098</td>
    </tr>
    <tr>
      <th>2023-12-31</th>
      <td>3.556084</td>
      <td>1.560563</td>
      <td>5.436503</td>
    </tr>
  </tbody>
</table>",8.356231
54,What is the combined average number of years of experience for contract-based employees holding Developer or Designer positions within the Finance sector?,"SELECT AVG(ExperienceYears) AS ExperienceYears FROM (SELECT ExperienceYears AS ExperienceYears FROM EmployeeJobRoles WHERE JobTitle = ""Developer"" AND Department = ""Finance"" AND EmploymentType = ""Contract"" UNION ALL SELECT ExperienceYears AS ExperienceYears FROM EmployeeJobRoles WHERE JobTitle = ""Designer"" AND Department = ""Finance"" AND EmploymentType = ""Contract"");",average,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>JobTitle</th>
      <th colspan=""3"" halign=""left"">Analyst</th>
      <th colspan=""3"" halign=""left"">Designer</th>
      <th colspan=""3"" halign=""left"">Developer</th>
      <th colspan=""3"" halign=""left"">Manager</th>
      <th colspan=""3"" halign=""left"">Sales</th>
    </tr>
    <tr>
      <th>EmploymentType</th>
      <th>Contract</th>
      <th>Full-Time</th>
      <th>Part-Time</th>
      <th>Contract</th>
      <th>Full-Time</th>
      <th>Part-Time</th>
      <th>Contract</th>
      <th>Full-Time</th>
      <th>Part-Time</th>
      <th>Contract</th>
      <th>Full-Time</th>
      <th>Part-Time</th>
      <th>Contract</th>
      <th>Full-Time</th>
      <th>Part-Time</th>
    </tr>
    <tr>
      <th>Department</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Finance</th>
      <td>34.906954</td>
      <td>33.931176</td>
      <td>39.959781</td>
      <td>11.978592</td>
      <td>19.361507</td>
      <td>27.345332</td>
      <td>20.379796</td>
      <td>39.112201</td>
      <td>28.501958</td>
      <td>37.702304</td>
      <td>21.619734</td>
      <td>14.761960</td>
      <td>13.677946</td>
      <td>11.843903</td>
      <td>12.881133</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>26.170364</td>
      <td>12.089565</td>
      <td>27.643082</td>
      <td>33.185494</td>
      <td>33.899805</td>
      <td>36.223687</td>
      <td>32.609186</td>
      <td>15.137138</td>
      <td>3.655472</td>
      <td>6.192798</td>
      <td>38.202500</td>
      <td>31.626937</td>
      <td>0.233107</td>
      <td>24.414049</td>
      <td>24.688291</td>
    </tr>
    <tr>
      <th>IT</th>
      <td>6.042219</td>
      <td>33.581189</td>
      <td>10.926970</td>
      <td>19.124843</td>
      <td>19.880905</td>
      <td>32.145757</td>
      <td>31.082890</td>
      <td>8.625622</td>
      <td>10.716459</td>
      <td>8.707363</td>
      <td>2.465052</td>
      <td>23.341135</td>
      <td>15.317962</td>
      <td>7.984249</td>
      <td>18.998507</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>26.023061</td>
      <td>33.219754</td>
      <td>15.921448</td>
      <td>13.774580</td>
      <td>30.029080</td>
      <td>36.771985</td>
      <td>23.814016</td>
      <td>3.032679</td>
      <td>17.818397</td>
      <td>39.198686</td>
      <td>24.969791</td>
      <td>5.470040</td>
      <td>18.039624</td>
      <td>27.392705</td>
      <td>2.643762</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>32.995730</td>
      <td>18.854261</td>
      <td>1.495442</td>
      <td>7.920451</td>
      <td>36.530998</td>
      <td>23.727635</td>
      <td>0.261582</td>
      <td>8.535791</td>
      <td>11.815503</td>
      <td>7.183932</td>
      <td>7.554265</td>
      <td>36.080772</td>
      <td>36.611477</td>
      <td>2.210229</td>
      <td>33.459771</td>
    </tr>
  </tbody>
</table>",16.179194
55,"What is the combined mean number of hours spent working by employees in the Marketing team who split their time between home and office, and those in the IT division who perform their duties entirely from a remote location?","SELECT AVG(AverageHoursWorked) AS AverageHoursWorked FROM (SELECT AverageHoursWorked AS AverageHoursWorked FROM EmployeeWorkTrends WHERE Department = ""Marketing"" AND WorkType = ""Hybrid"" UNION ALL SELECT AverageHoursWorked AS AverageHoursWorked FROM EmployeeWorkTrends WHERE Department = ""IT"" AND WorkType = ""Remote"");",average,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>WorkType</th>
      <th>Hybrid</th>
      <th>Onsite</th>
      <th>Remote</th>
    </tr>
    <tr>
      <th>Department</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>HR</th>
      <td>26.032425</td>
      <td>16.531850</td>
      <td>27.868418</td>
    </tr>
    <tr>
      <th>IT</th>
      <td>78.042135</td>
      <td>17.025158</td>
      <td>30.756442</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>5.899460</td>
      <td>16.811518</td>
      <td>59.043386</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>14.697191</td>
      <td>22.739485</td>
      <td>49.133982</td>
    </tr>
  </tbody>
</table>",18.327951
56,"What is the overall mean attendance time when combining late arrivals in IT, on-time attendance in Marketing, and excused absences in Sales?","SELECT AVG(AttendanceDuration) AS AttendanceDuration FROM (SELECT AttendanceDuration AS AttendanceDuration FROM EmployeeAttendancePatterns WHERE AttendanceStatus = ""Late"" AND Department = ""IT"" UNION ALL SELECT AttendanceDuration AS AttendanceDuration FROM EmployeeAttendancePatterns WHERE AttendanceStatus = ""Present"" AND Department = ""Marketing"" UNION ALL SELECT AttendanceDuration AS AttendanceDuration FROM EmployeeAttendancePatterns WHERE AttendanceStatus = ""Excused"" AND Department = ""Sales"");",average,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>Department</th>
      <th>HR</th>
      <th>IT</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>AttendanceStatus</th>
      <th>AttendanceDate</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Absent</th>
      <th>YYYY-MM-DD</th>
      <td>15.150859</td>
      <td>6.889126</td>
      <td>10.274423</td>
      <td>1.378691</td>
    </tr>
    <tr>
      <th>Excused</th>
      <th>YYYY-MM-DD</th>
      <td>18.068429</td>
      <td>5.116940</td>
      <td>17.531309</td>
      <td>18.026924</td>
    </tr>
    <tr>
      <th>Late</th>
      <th>YYYY-MM-DD</th>
      <td>5.070721</td>
      <td>15.774501</td>
      <td>20.446509</td>
      <td>1.797157</td>
    </tr>
    <tr>
      <th>Present</th>
      <th>YYYY-MM-DD</th>
      <td>23.130343</td>
      <td>13.361135</td>
      <td>15.762683</td>
      <td>2.824473</td>
    </tr>
  </tbody>
</table>",16.521369
57,"What is the average duration of employment for individuals working as Sales or Designers in the Finance department, as well as Managers or Analysts in the HR department?","SELECT AVG(YearsAtCompany) AS YearsAtCompany FROM (SELECT YearsAtCompany AS YearsAtCompany FROM EmployeeWorkHistory WHERE JobTitle = ""Sales"" AND Department = ""Finance"" UNION ALL SELECT YearsAtCompany AS YearsAtCompany FROM EmployeeWorkHistory WHERE JobTitle = ""Designer"" AND Department = ""Finance"" UNION ALL SELECT YearsAtCompany AS YearsAtCompany FROM EmployeeWorkHistory WHERE JobTitle = ""Manager"" AND Department = ""HR"" UNION ALL SELECT YearsAtCompany AS YearsAtCompany FROM EmployeeWorkHistory WHERE JobTitle = ""Analyst"" AND Department = ""HR"");",average,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>Department</th>
      <th>Finance</th>
      <th>HR</th>
      <th>IT</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>JobTitle</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Analyst</th>
      <td>4.347878</td>
      <td>18.597696</td>
      <td>33.795993</td>
      <td>28.882366</td>
      <td>30.701140</td>
    </tr>
    <tr>
      <th>Designer</th>
      <td>7.497255</td>
      <td>0.934043</td>
      <td>0.688305</td>
      <td>18.564033</td>
      <td>6.881192</td>
    </tr>
    <tr>
      <th>Developer</th>
      <td>38.815638</td>
      <td>7.944357</td>
      <td>2.196682</td>
      <td>12.689335</td>
      <td>25.871065</td>
    </tr>
    <tr>
      <th>Manager</th>
      <td>0.983595</td>
      <td>16.595813</td>
      <td>28.573006</td>
      <td>22.703212</td>
      <td>14.590028</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>12.356565</td>
      <td>15.879941</td>
      <td>30.223360</td>
      <td>6.243408</td>
      <td>32.821617</td>
    </tr>
  </tbody>
</table>",13.761832
58,What is the combined average performance score of employees holding managerial positions in both the Finance and Human Resources departments?,"SELECT AVG(PerformanceRating) AS PerformanceRating FROM (SELECT PerformanceRating AS PerformanceRating FROM EmployeeJobPerformance WHERE JobRole = ""Manager"" AND Department = ""Finance"" UNION ALL SELECT PerformanceRating AS PerformanceRating FROM EmployeeJobPerformance WHERE JobRole = ""Manager"" AND Department = ""HR"");",average,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>JobRole</th>
      <th>Analyst</th>
      <th>Designer</th>
      <th>Developer</th>
      <th>Manager</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>Department</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Finance</th>
      <td>2.656679</td>
      <td>2.776649</td>
      <td>4.807804</td>
      <td>1.533107</td>
      <td>1.600060</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>2.755868</td>
      <td>1.080790</td>
      <td>4.100542</td>
      <td>2.328942</td>
      <td>2.541733</td>
    </tr>
    <tr>
      <th>IT</th>
      <td>2.603310</td>
      <td>2.661882</td>
      <td>1.174520</td>
      <td>1.501094</td>
      <td>3.213917</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>4.271108</td>
      <td>3.099253</td>
      <td>2.423606</td>
      <td>1.576517</td>
      <td>2.578129</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>3.315833</td>
      <td>3.136731</td>
      <td>3.224137</td>
      <td>4.272002</td>
      <td>1.776710</td>
    </tr>
  </tbody>
</table>",1.931024
59,"What is the combined average satisfaction rating for employees who work on-site full-time or part-time, those who work remotely part-time, and those who have a hybrid work style with flexible hours?","SELECT AVG(SatisfactionLevel) AS SatisfactionLevel FROM (SELECT SatisfactionLevel AS SatisfactionLevel FROM EmployeeWorkPreferences WHERE WorkStyle = ""On-site"" AND PreferredHours = ""Part-time"" UNION ALL SELECT SatisfactionLevel AS SatisfactionLevel FROM EmployeeWorkPreferences WHERE WorkStyle = ""Remote"" AND PreferredHours = ""Part-time"" UNION ALL SELECT SatisfactionLevel AS SatisfactionLevel FROM EmployeeWorkPreferences WHERE WorkStyle = ""Hybrid"" AND PreferredHours = ""Flexible"" UNION ALL SELECT SatisfactionLevel AS SatisfactionLevel FROM EmployeeWorkPreferences WHERE WorkStyle = ""On-site"" AND PreferredHours = ""Full-time"");",average,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>WorkStyle</th>
      <th>Hybrid</th>
      <th>On-site</th>
      <th>Remote</th>
    </tr>
    <tr>
      <th>PreferredHours</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Flexible</th>
      <td>4.655662</td>
      <td>6.059961</td>
      <td>5.682593</td>
    </tr>
    <tr>
      <th>Full-time</th>
      <td>9.621068</td>
      <td>5.544670</td>
      <td>5.908334</td>
    </tr>
    <tr>
      <th>Part-time</th>
      <td>3.678583</td>
      <td>3.087309</td>
      <td>1.443891</td>
    </tr>
  </tbody>
</table>",3.682883
60,What is the mean number of days taken off when combining all denied vacation requests and all approved personal leave applications?,"SELECT AVG(LeaveDuration) AS LeaveDuration FROM (SELECT LeaveDuration AS LeaveDuration FROM EmployeeLeaveRequests WHERE LeaveType = ""Vacation"" AND LeaveStatus = ""Rejected"" UNION ALL SELECT LeaveDuration AS LeaveDuration FROM EmployeeLeaveRequests WHERE LeaveType = ""Personal Leave"" AND LeaveStatus = ""Approved"");",average,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>EmployeeID</th>
      <th>273</th>
      <th>339</th>
      <th>1695</th>
      <th>1749</th>
      <th>2061</th>
      <th>2473</th>
      <th>3719</th>
      <th>3826</th>
      <th>3893</th>
      <th>4072</th>
      <th>4884</th>
      <th>4958</th>
    </tr>
    <tr>
      <th>LeaveType</th>
      <th>LeaveStatus</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""3"" valign=""top"">Maternity Leave</th>
      <th>Approved</th>
      <td>NaN</td>
      <td>7.657278</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>Pending</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>15.949739</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>Rejected</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>15.506944</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Personal Leave</th>
      <th>Approved</th>
      <td>10.071174</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>Pending</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>24.875122</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>Rejected</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>17.883637</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Sick Leave</th>
      <th>Approved</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>11.657943</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>Pending</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>28.607102</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>Rejected</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>29.894815</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Vacation</th>
      <th>Approved</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>23.333335</td>
    </tr>
    <tr>
      <th>Pending</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>15.194962</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
    </tr>
    <tr>
      <th>Rejected</th>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>NaN</td>
      <td>17.517164</td>
      <td>NaN</td>
    </tr>
  </tbody>
</table>",13.794169
